A,Z,az_order,exc_keV,spin_parity,isomer_char
245,96,1,355.92,1/2+,m
245,97,0,,3/2-, 
245,98,0,,1/2+, 
245,99,0,,(3/2-), 
245,100,0,,1/2+#, 
245,101,0,,(7/2-), 
245,101,1,100.0,1/2-#,m
246,94,0,,0+, 
246,95,0,,7-, 
246,95,1,30.0,2(-),m
246,95,2,2000.0,,n
246,96,0,,0+, 
246,96,1,1179.66,8-,m
246,97,0,,2(-), 
246,98,0,,0+, 
246,99,0,,4-#, 
246,100,0,,0+, 
246,101,0,,1-#, 
246,101,1,60.0,4-#,m
247,94,0,,1/2+#, 
247,95,0,,5/2#, 
247,96,0,,9/2-*, 
247,96,1,227.38,5/2+,m
247,96,2,404.9,1/2+,n
247,97,0,,3/2-, 
247,98,0,,(7/2+), 
247,99,0,,(7/2+), 
247,100,0,,(7/2+), 
247,100,1,49.0,(1/2+),m
247,101,0,,7/2-#, 
247,101,1,260.0,1/2-#,m
248,96,0,,0+, 
248,96,1,1458.1,8-#,m
248,97,0,,6+#, 
248,98,0,,0+, 
248,99,0,,2-#, 
248,100,0,,0+, 
248,100,1,1200.0,6+#,m
248,101,0,,, 
249,96,0,,1/2+, 
249,96,1,48.76,7/2+,m
249,97,0,,7/2+*, 
249,97,1,8.777,3/2-,m
249,98,0,,9/2-, 
249,98,1,144.98,5/2+,m
249,99,0,,7/2+, 
249,100,0,,7/2+, 
249,101,0,,(7/2-), 
249,101,1,100.0,(1/2-),m
249,102,0,,5/2+#, 
250,97,0,,2-, 
250,97,1,35.59,4+,m
250,97,2,85.6,7+,n
250,98,0,,0+, 
250,99,0,,6(+), 
250,99,1,200.0,1(-),m
250,100,0,,0+, 
250,100,1,1199.2,(8-),m
250,101,0,,2-#, 
250,101,1,120.0,7+#,m
250,102,0,,0+, 
250,102,1,1050.0,(6+),m
251,96,0,,(3/2+), 
251,97,0,,(3/2-), 
251,97,1,35.5,(7/2+),m
251,98,0,,1/2+, 
251,98,1,370.47,11/2-,m
251,99,0,,3/2-, 
251,100,0,,9/2-, 
251,100,1,200.0,5/2+,m
251,101,0,,(7/2-), 
251,102,0,,(7/2+), 
251,102,1,106.0,(1/2+),m
252,97,0,,, 
252,98,0,,0+, 
252,99,0,,(4+), 
252,100,0,,0+, 
252,101,0,,1+#, 
252,102,0,,0+, 
252,102,1,1254.1,(8-),m
252,103,0,,7-#, 
253,98,0,,(7/2+), 
253,99,0,,7/2+*, 
253,100,0,,1/2+, 
253,100,1,140.0,7/2+#,m
253,101,0,,(7/2-), 
253,102,0,,9/2-*, 
253,102,1,167.5,5/2+,m
253,102,2,1196.0,19/2+#,n
253,103,0,,(7/2-), 
253,103,1,30.0,(1/2-),m
253,104,0,,(7/2)(+#), 
253,104,1,200.0,(1/2)(+#),m
254,98,0,,0+, 
254,99,0,,7+, 
254,99,1,80.4,2+*,m
254,100,0,,0+, 
254,101,0,,0-#, 
254,101,1,50.0,3-#,m
254,102,0,,0+, 
254,102,1,1296.4,(8-),m
254,102,2,3217.0,16+#,n
254,103,0,,4+#, 
254,103,1,107.0,1+#,m
254,104,0,,0+, 
254,104,1,1300.0,8-#,m
254,104,2,2000.0,16+#,n
255,98,0,,(7/2+), 
255,99,0,,(7/2+), 
255,100,0,,7/2+, 
255,101,0,,7/2-, 
255,102,0,,(1/2+), 
255,103,0,,(1/2-), 
255,103,1,41.0,(7/2-),m
255,103,2,796.0,(15/2+),n
255,104,0,,(9/2-), 
255,104,1,150.0,(5/2+),m
255,104,2,1050.0,19/2+#,n
255,104,3,1300.0,25/2+#,p
255,105,0,,9/2+#, 
255,105,1,100.0,1/2-#,m
256,98,0,,0+, 
256,99,0,,7+#, 
256,99,1,0.0,0+#,m
256,100,0,,0+, 
256,101,0,,(1-), 
256,102,0,,0+, 
256,103,0,,"(0-,3-)#", 
256,104,0,,0+, 
256,104,1,1120.0,4-#,m
256,104,2,1400.0,8-#,n
256,104,3,2400.0,,p
256,105,0,,9-#, 
257,99,0,,7/2+#, 
257,100,0,,9/2+, 
257,101,0,,(7/2-), 
257,102,0,,(3/2+), 
257,103,0,,7/2-#, 
257,103,1,100.0,1/2-#,m
257,104,0,,(1/2+), 
257,104,1,73.0,11/2-#,m
257,104,2,1155.0,21/2+#,n
257,105,0,,9/2+#, 
257,105,1,140.0,(1/2-),m
258,100,0,,0+, 
258,101,0,,8-#, 
258,101,1,0.0,1-#,m
258,102,0,,0+, 
258,103,0,,, 
258,104,0,,0+, 
258,104,1,1200.0,,m
258,104,2,1500.0,,n
258,105,0,,0-#, 
258,105,1,53.0,5+#,m
258,106,0,,0+, 
259,100,0,,, 
259,101,0,,7/2-#, 
259,102,0,,9/2+, 
259,103,0,,1/2-#, 
259,104,0,,3/2+#, 
259,105,0,,9/2+#, 
259,106,0,,(11/2-), 
259,106,1,87.0,(1/2+),m
260,101,0,,, 
260,102,0,,0+, 
260,103,0,,, 
260,104,0,,0+, 
260,105,0,,, 
260,106,0,,0+, 
260,107,0,,, 
261,103,0,,1/2-#, 
261,104,0,,3/2+#, 
261,104,1,70.0,11/2-#,m
261,105,0,,9/2+#, 
261,106,0,,(3/2+), 
261,106,1,100.0,7/2+#,m
261,107,0,,(5/2-), 
262,104,0,,0+, 
262,104,1,1000.0,"(8-,9-)#",m
262,105,0,,, 
262,106,0,,0+, 
262,107,0,,, 
262,107,1,220.0,,m
263,104,0,,, 
263,105,0,,9/2+#, 
263,106,0,,3/2+#, 
263,106,1,51.0,7/2+#,m
263,108,0,,3/2+#, 
264,106,0,,0+, 
264,107,0,,, 
264,108,0,,0+, 
265,104,0,,9/2+#, 
265,106,0,,11/2-#, 
265,106,1,-10.0,,m
265,107,0,,5/2-#, 
265,108,0,,3/2+#, 
265,108,1,229.0,11/2-#,m
266,103,0,,, 
266,105,0,,, 
266,106,0,,0+, 
266,107,0,,, 
266,108,0,,0+, 
266,108,1,1100.0,9-#,m
266,109,0,,, 
266,109,1,1140.0,,m
267,104,0,,, 
267,105,0,,9/2+#, 
267,106,0,,, 
267,107,0,,5/2-#, 
267,108,0,,, 
267,108,1,39.0,,m
267,110,0,,3/2+#, 
268,105,0,,, 
268,108,0,,0+, 
268,109,0,,, 
269,106,0,,, 
269,108,0,,9/2+#, 
269,110,0,,, 
270,105,0,,, 
270,107,0,,, 
270,108,0,,0+, 
270,109,0,,, 
270,110,0,,0+, 
270,110,1,1390.0,10-#,m
271,106,0,,, 
271,107,0,,, 
271,110,0,,, 
271,110,1,68.0,,m
272,107,0,,, 
272,111,0,,, 
273,108,0,,, 
273,110,0,,, 
273,110,1,198.0,,m
274,107,0,,, 
274,109,0,,, 
274,111,0,,, 
275,108,0,,, 
275,109,0,,, 
276,109,0,,, 
276,109,1,250.0,,m
277,108,0,,, 
277,108,1,100.0,,m
277,109,0,,, 
277,110,0,,, 
277,112,0,,, 
278,109,0,,, 
278,111,0,,, 
278,113,0,,, 
279,110,0,,, 
279,111,0,,, 
280,110,0,,0+, 
280,111,0,,, 
281,110,0,,, 
281,110,1,80.0,,m
281,111,0,,, 
281,112,0,,, 
282,110,0,,0+, 
282,111,0,,, 
282,112,0,,0+, 
282,113,0,,, 
283,112,0,,, 
283,113,0,,, 
284,112,0,,0+, 
284,113,0,,, 
284,114,0,,0+, 
285,112,0,,, 
285,112,1,530.0,,m
285,113,0,,, 
285,114,0,,, 
286,112,0,,0+, 
286,113,0,,, 
286,114,0,,0+, 
287,114,0,,, 
287,115,0,,, 
288,114,0,,0+, 
288,115,0,,, 
289,114,0,,, 
289,114,1,750.0,,m
289,115,0,,, 
290,113,0,,, 
290,114,0,,0+, 
290,115,0,,, 
290,116,0,,0+, 
291,116,0,,, 
292,116,0,,0+, 
293,116,0,,, 
293,116,1,720.0,,m
293,117,0,,, 
294,117,0,,, 
294,118,0,,0+, 
295,118,0,,, 
