Z,N,A,element,is_estimated,mass_excess_keV,mass_excess_unc_keV,mass_excess_MeV,mass_excess_unc_MeV,E_exp_MeV,E_exp_unc_MeV,BE_per_A_MeV
84,119,203,Po,False,-17310.819,4.64,-17.310819,0.00464,189075.99197226,0.00464,7.832863199999999
85,118,203,At,False,-12162.607,10.623,-12.162607,0.010622999999999999,189081.14018426,0.010622999999999999,7.8036487
86,117,203,Rn,False,-6184.045,5.815,-6.184045,0.005815000000000001,189087.11874626,0.005815000000000001,7.770343700000001
87,116,203,Fr,False,876.412,6.232,0.8764120000000001,0.0062320000000000006,189094.17920326002,0.0062320000000000006,7.7317092
88,115,203,Ra,False,8601.331,9.688,8.601331,0.009688,189101.90412226002,0.009688,7.6898015
77,127,204,Ir,True,-9570.0,400.0,-9.57,0.4,190015.22689368,0.4,7.823
78,126,204,Pt,True,-17620.0,200.0,-17.62,0.2,190007.17689368,0.2,7.859
79,125,204,Au,True,-20390.0,200.0,-20.39,0.2,190004.40689368,0.2,7.868
80,124,204,Hg,False,-24690.148,0.498,-24.690148,0.000498,190000.10674568,0.000498,7.8855455
81,123,204,Tl,False,-24346.07,1.154,-24.34607,0.0011539999999999999,190000.45082368,0.0011539999999999999,7.8800238
82,122,204,Pb,False,-25109.815,1.147,-25.109814999999998,0.001147,189999.68707868,0.001147,7.8799326
83,121,204,Bi,False,-20645.927,9.18,-20.645927,0.009179999999999999,190004.15096668,0.009179999999999999,7.8542157
84,120,204,Po,False,-18341.045,10.071,-18.341044999999998,0.010071,190006.45584868,0.010071,7.8390823
85,119,204,At,False,-11875.252,22.668,-11.875252,0.022668,190012.92164168,0.022668,7.8035522
86,118,204,Rn,False,-7970.115,7.444,-7.970115,0.007444,190016.82677868,0.007444,7.7805743000000005
87,117,204,Fr,False,607.308,24.581,0.607308,0.024581,190025.40420168,0.024581,7.7346931
88,116,204,Ra,False,6061.097,8.924,6.061097,0.008924,190030.85799068,0.008924,7.7041238000000005
77,128,205,Ir,True,-5600.0,500.0,-5.6,0.5,190950.6909961,0.5,7.805
78,127,205,Pt,True,-12820.0,300.0,-12.82,0.3,190943.4709961,0.3,7.836
79,126,205,Au,True,-18570.0,200.0,-18.57,0.2,190937.7209961,0.2,7.86
80,125,205,Hg,False,-22287.719,3.655,-22.287719000000003,0.003655,190934.00327709998,0.003655,7.8747325
81,124,205,Tl,False,-23820.802,1.239,-23.820802,0.001239,190932.4701941,0.001239,7.8783946
82,123,205,Pb,False,-23770.162,1.145,-23.770162,0.001145,190932.5208341,0.001145,7.8743313
83,122,205,Bi,False,-21065.569,4.808,-21.065569,0.004808,190935.2254271,0.004808,7.857321799999999
84,121,205,Po,False,-17521.398,10.059,-17.521398,0.010058999999999998,190938.76959809999,0.010058999999999998,7.8362168
85,120,205,At,False,-12984.519,12.055,-12.984519,0.012055,190943.3064771,0.012055,7.8102694
86,119,205,Rn,False,-7709.764,5.08,-7.709764,0.00508,190948.5812321,0.00508,7.7807226
87,118,205,Fr,False,-1309.816,7.824,-1.309816,0.007824,190954.9811801,0.007824,7.745687
88,117,205,Ra,False,5803.853,22.772,5.803853,0.022771999999999997,190962.0948491,0.022771999999999997,7.7071698
89,116,205,Ac,False,14106.689,59.32,14.106689000000001,0.05932,190970.3976851,0.05932,7.6628519
78,128,206,Pt,True,-9240.0,300.0,-9.24,0.3,191878.54509852,0.3,7.82
79,127,206,Au,True,-14190.0,300.0,-14.19,0.3,191873.59509852,0.3,7.84
80,126,206,Hg,False,-20945.728,20.441,-20.945728,0.020440999999999997,191866.83937052,0.020440999999999997,7.8691723
81,125,206,Tl,False,-22253.293,1.286,-22.253293000000003,0.001286,191865.53180552,0.001286,7.8717219
82,124,206,Pb,False,-23785.506,1.144,-23.785506,0.0011439999999999998,191863.99959252,0.0011439999999999998,7.875362
83,123,206,Bi,False,-20028.201,7.632,-20.028201,0.007632,191867.75689751998,0.007632,7.8533249
84,122,206,Po,False,-18188.668,4.012,-18.188668,0.004012,191869.59643052,0.004012,7.840597300000001
85,121,206,At,False,-12439.388,13.529,-12.439388000000001,0.013529,191875.34571052,0.013529,7.8088904
86,120,206,Rn,False,-9132.918,8.591,-9.132918,0.008591,191878.65218052,0.008591,7.789041699999999
87,119,206,Fr,False,-1246.859,27.811,-1.246859,0.027811,191886.53823951998,0.027811,7.746962099999999
88,118,206,Ra,False,3565.613,18.008,3.565613,0.018008,191891.35071152,0.018008,7.7198028
89,117,206,Ac,False,13484.754,65.088,13.484754,0.065088,191901.26985252,0.065088,7.6678538
78,129,207,Pt,True,-4140.0,400.0,-4.14,0.4,192815.13920093997,0.4,7.797
79,128,207,Au,True,-10640.0,300.0,-10.64,0.3,192808.63920093997,0.3,7.824
80,127,207,Hg,False,-16487.446,29.808,-16.487446,0.029808,192802.79175493997,0.029808,7.848611200000001
81,126,207,Tl,False,-21034.436,5.439,-21.034436000000003,0.005439,192798.24476494,0.005439,7.8667979
82,125,207,Pb,False,-22451.968,1.147,-22.451968,0.001147,192796.82723293998,0.001147,7.8698664
83,124,207,Bi,False,-20054.554,2.397,-20.054554,0.002397,192799.22464693998,0.002397,7.8545053
84,123,207,Po,False,-17145.7,6.659,-17.1457,0.006659,192802.13350094,0.006659,7.8366734
85,122,207,At,False,-13227.482,12.406,-13.227482,0.012406,192806.05171894,0.012406,7.8139653
86,121,207,Rn,False,-8634.742,4.742,-8.634742000000001,0.004742,192810.64445894,0.004742,7.7879987
87,120,207,Fr,False,-2849.021,17.557,-2.849021,0.017557,192816.43017993998,0.017557,7.7562689
88,119,207,Ra,False,3513.988,58.286,3.513988,0.058286000000000004,192822.79318893998,0.058286000000000004,7.7217503
89,118,207,Ac,False,11146.228,56.248,11.146227999999999,0.056248,192830.42542893998,0.056248,7.6811001
78,130,208,Pt,True,-500.0,400.0,-0.5,0.4,193750.27330336,0.4,7.78
79,129,208,Au,True,-5910.0,300.0,-5.91,0.3,193744.86330336,0.3,7.803
80,128,208,Hg,False,-13265.408,30.739,-13.265407999999999,0.030739000000000002,193737.50789536,0.030739000000000002,7.8341914
81,127,208,Tl,False,-16750.121,1.854,-16.750121,0.0018540000000000002,193734.02318236002,0.0018540000000000002,7.8471835
82,126,208,Pb,False,-21748.519,1.148,-21.748519,0.001148,193729.02478436002,0.001148,7.867453
83,125,208,Bi,False,-18870.151,2.305,-18.870151,0.002305,193731.90315236,0.002305,7.8498534
84,124,208,Po,False,-17469.207,1.672,-17.469206999999997,0.0016719999999999999,193733.30409636002,0.0016719999999999999,7.839356799999999
85,123,208,At,False,-12469.901,8.921,-12.469901,0.008921,193738.30340236,0.008921,7.8115604
86,122,208,Rn,False,-9655.389,10.163,-9.655389,0.010163,193741.11791436002,0.010163,7.794267799999999
87,121,208,Fr,False,-2664.928,11.657,-2.6649279999999997,0.011657,193748.10837536,0.011657,7.7568985
88,120,208,Ra,False,1727.934,9.023,1.7279339999999999,0.009023,193752.50123736,0.009023,7.7320177
89,119,208,Ac,False,10760.854,64.483,10.760854,0.064483,193761.53415736,0.064483,7.6848289
90,118,208,Th,False,16688.041,31.865,16.688041000000002,0.031865,193767.46134436,0.031865,7.6525716
79,130,209,Au,True,-2230.0,400.0,-2.23,0.4,194680.03740578,0.4,7.786
80,129,209,Hg,True,-8610.0,150.0,-8.61,0.15,194673.65740578002,0.15,7.813
81,128,209,Tl,False,-13644.793,6.11,-13.644793,0.00611,194668.62261278,0.00611,7.8333979
82,127,209,Pb,False,-17614.574,1.747,-17.614574,0.001747,194664.65283178,0.001747,7.8486488
83,126,209,Bi,False,-18258.589,1.365,-18.258589,0.001365,194664.00881678,0.001365,7.8479868999999995
84,125,209,Po,False,-16366.015,1.778,-16.366015,0.001778,194665.90139078,0.001778,7.835188199999999
85,124,209,At,False,-12883.773,4.745,-12.883773,0.004745,194669.38363278,0.004745,7.8147835
86,123,209,Rn,False,-8941.049,9.96,-8.941049000000001,0.00996,194673.32635678002,0.00996,7.7921755
87,122,209,Fr,False,-3782.144,11.503,-3.7821439999999997,0.011503,194678.48526178,0.011503,7.763748499999999
88,121,209,Ra,False,1858.24,5.747,1.8582400000000001,0.0057469999999999995,194684.12564578,0.0057469999999999995,7.7330177
89,120,209,Ac,False,8844.887,55.846,8.844887,0.055846,194691.11229278002,0.055846,7.695845500000001
90,119,209,Th,True,16395.0,103.0,16.395,0.103,194698.66240578,0.103,7.656
79,131,210,Au,True,2680.0,400.0,2.68,0.4,195616.4415082,0.4,7.764
80,130,210,Hg,True,-5300.0,200.0,-5.3,0.2,195608.4615082,0.2,7.799
81,129,210,Tl,False,-9246.996,11.603,-9.246996,0.011603,195604.5145122,0.011603,7.813589
82,128,210,Pb,False,-14728.429,1.448,-14.728429,0.0014479999999999999,195599.0330792,0.0014479999999999999,7.835965600000001
83,127,210,Bi,False,-14791.905,1.364,-14.791905,0.0013640000000000002,195598.9696032,0.0013640000000000002,7.8325424
84,126,210,Po,False,-15953.06,1.146,-15.953059999999999,0.0011459999999999999,195597.8084482,0.0011459999999999999,7.8343462
85,125,210,At,False,-11972.099,7.695,-11.972099,0.0076950000000000005,195601.7894092,0.0076950000000000005,7.8116638
86,124,210,Rn,False,-9604.764,4.557,-9.604764,0.004557,195604.1567442,0.004557,7.7966653
87,123,210,Fr,False,-3343.508,13.42,-3.343508,0.01342,195610.4180002,0.01342,7.7631243
88,122,210,Ra,False,442.839,9.193,0.442839,0.009193,195614.2043472,0.009193,7.7413687
89,121,210,Ac,False,8764.079,62.208,8.764078999999999,0.062208,195622.52558719998,0.062208,7.698018200000001
90,120,210,Th,False,14059.521,18.909,14.059521,0.018909,195627.8210292,0.018909,7.6690764
80,131,211,Hg,True,-390.0,200.0,-0.39,0.2,196544.86561061998,0.2,7.777
81,130,211,Tl,False,-6077.999,41.917,-6.077999,0.041917,196539.17761162,0.041917,7.7997915
82,129,211,Pb,False,-10493.012,2.26,-10.493012,0.00226,196534.76259862,0.00226,7.817007899999999
83,128,211,Bi,False,-11859.116,5.442,-11.859116,0.005442,196533.39649461998,0.005442,7.8197745
84,127,211,Po,False,-12432.492,1.255,-12.432492,0.0012549999999999998,196532.82311862,0.0012549999999999998,7.8187842
85,126,211,At,False,-11647.191,2.729,-11.647191000000001,0.002729,196533.60841962,0.002729,7.8113545
86,125,211,Rn,False,-8755.33,6.813,-8.75533,0.006813,196536.50028061998,0.006813,7.7939412
87,124,211,Fr,False,-4140.314,11.991,-4.140314,0.011991,196541.11529662,0.011991,7.7683613
88,123,211,Ra,False,831.87,4.966,0.83187,0.004966,196546.08748062,0.004966,7.741088700000001
89,122,211,Ac,False,7143.485,53.753,7.143485,0.053753,196552.39909562,0.053753,7.7074679999999995
90,121,211,Th,False,13876.396,86.07,13.876396000000002,0.08607,196559.13200662,0.08607,7.6718506
91,120,211,Pa,False,22052.226,69.472,22.052225999999997,0.06947199999999999,196567.30783662,0.06947199999999999,7.6293948
80,132,212,Hg,True,3020.0,300.0,3.02,0.3,197479.76971303998,0.3,7.762
81,131,212,Tl,True,-1551.0,200.0,-1.551,0.2,197475.19871303998,0.2,7.78
82,130,212,Pb,False,-7548.929,1.84,-7.548929,0.00184,197469.20078403997,0.00184,7.8043203000000005
83,129,212,Bi,False,-8117.943,1.853,-8.117943,0.001853,197468.63177004,0.001853,7.803314
84,128,212,Po,False,-10369.408,1.153,-10.369408,0.001153,197466.38030504,0.001153,7.8102438
85,127,212,At,False,-8628.149,2.385,-8.628148999999999,0.002385,197468.12156404,0.002385,7.7983400000000005
86,126,212,Rn,False,-8659.219,3.11,-8.659218999999998,0.00311,197468.09049404,0.00311,7.7947963
87,125,212,Fr,False,-3515.998,8.775,-3.515998,0.008775,197473.23371504,0.008775,7.7668455000000005
88,124,212,Ra,False,-198.763,10.254,-0.198763,0.010254,197476.55095004,0.010254,7.7475078
89,123,212,Ac,False,7299.6,21.883,7.299600000000001,0.021883,197484.04931303998,0.021883,7.7084479
90,122,212,Th,False,12110.886,10.109,12.110886,0.010109,197488.86059904,0.010109,7.6820628
91,121,212,Pa,False,21596.523,87.604,21.596523,0.087604,197498.34623603997,0.087604,7.6336289
80,133,213,Hg,True,8200.0,300.0,8.2,0.3,198416.44381546002,0.3,7.739
81,132,213,Tl,False,1783.811,27.013,1.7838109999999998,0.027013000000000002,198410.02762646,0.027013000000000002,7.7654311
82,131,213,Pb,False,-3203.598,6.954,-3.203598,0.006954,198405.04021746002,0.006954,7.7851732
83,130,213,Bi,False,-5231.671,5.082,-5.231671,0.005082,198403.01214446002,0.005082,7.7910217
84,129,213,Po,False,-6653.519,3.053,-6.653519,0.0030529999999999997,198401.59029646,0.0030529999999999997,7.794024
85,128,213,At,False,-6579.522,4.898,-6.579522,0.004898,198401.66429346,0.004898,7.7900036
86,127,213,Rn,False,-5695.949,3.37,-5.695949,0.00337,198402.54786646002,0.00337,7.7821824
87,126,213,Fr,False,-3554.199,4.707,-3.554199,0.004707,198404.68961646,0.004707,7.7684543
88,125,213,Ra,False,345.557,9.818,0.345557,0.009818,198408.58937246,0.009818,7.7464726
89,124,213,Ac,False,6141.029,11.665,6.1410290000000005,0.011664999999999998,198414.38484446,0.011664999999999998,7.7155908
90,123,213,Th,False,12120.108,9.217,12.120108,0.009217000000000001,198420.36392346,0.009217000000000001,7.683847
91,122,213,Pa,False,19654.194,57.17,19.654194,0.05717,198427.89800946,0.05717,7.6448027000000005
80,134,214,Hg,True,11770.0,400.0,11.77,0.4,199351.50791788,0.4,7.724
81,133,214,Tl,True,6465.0,196.0,6.465,0.196,199346.20291788,0.196,7.745
82,132,214,Pb,False,-183.019,1.969,-0.18301900000000002,0.0019690000000000003,199339.55489888001,0.0019690000000000003,7.7723955
83,131,214,Bi,False,-1200.78,11.209,-1.20078,0.011209,199338.53713788,0.011209,7.7734955
84,130,214,Po,False,-4469.972,1.449,-4.469971999999999,0.001449,199335.26794588,0.001449,7.785116299999999
85,129,214,At,False,-3379.151,3.982,-3.379151,0.003982,199336.35876688,0.003982,7.7763632
86,128,214,Rn,False,-4319.664,9.187,-4.3196639999999995,0.009186999999999999,199335.41825388,0.009186999999999999,7.777102299999999
87,127,214,Fr,False,-958.327,8.519,-0.958327,0.008519,199338.77959088,0.008519,7.7577393
88,126,214,Ra,False,92.74,5.25,0.09273999999999999,0.00525,199339.83065788,0.00525,7.7491719
89,125,214,Ac,False,6433.272,13.551,6.433272,0.013551,199346.17118988,0.013551,7.7158874
90,124,214,Th,False,10694.932,10.661,10.694932000000001,0.010661,199350.43284988002,0.010661,7.6923173
91,123,214,Pa,False,19459.895,81.208,19.459895,0.081208,199359.19781288,0.081208,7.6477037
80,135,215,Hg,True,17110.0,400.0,17.11,0.4,200288.34202029998,0.4,7.701
81,134,215,Tl,True,10030.0,300.0,10.03,0.3,200281.2620203,0.3,7.73
82,133,215,Pb,False,4342.245,52.685,4.342245,0.052685,200275.5742653,0.052685,7.752738099999999
83,132,215,Bi,False,1629.272,5.624,1.6292719999999998,0.005624,200272.8612923,0.005624,7.7617177
84,131,215,Po,False,-541.771,2.12,-0.541771,0.00212,200270.6902493,0.00212,7.7681768
85,130,215,At,False,-1256.583,6.629,-1.256583,0.0066289999999999995,200269.9754373,0.0066289999999999995,7.767862699999999
86,129,215,Rn,False,-1168.99,6.09,-1.16899,0.00609,200270.0630303,0.00609,7.7638164
87,128,215,Fr,False,318.137,7.066,0.318137,0.007066,200271.5501573,0.007066,7.7532607
88,127,215,Ra,False,2531.995,7.201,2.5319949999999998,0.007201,200273.7640153,0.007201,7.7393249
89,126,215,Ac,False,6030.55,12.406,6.03055,0.012406,200277.2625703,0.012406,7.7194137000000005
90,125,215,Th,False,10921.434,6.335,10.921434,0.006335,200282.1534543,0.006335,7.6930266000000005
91,124,215,Pa,False,17804.537,82.45,17.804537,0.08245000000000001,200289.0365573,0.08245000000000001,7.657373300000001
92,123,215,U,False,24889.312,104.136,24.889312,0.10413599999999999,200296.1213323,0.10413599999999999,7.6207821000000004
80,136,216,Hg,True,20920.0,400.0,20.92,0.4,201223.64612272,0.4,7.685
81,135,216,Tl,True,14870.0,300.0,14.87,0.3,201217.59612272,0.3,7.709
82,134,216,Pb,True,7510.0,200.0,7.51,0.2,201210.23612272,0.2,7.74
83,133,216,Bi,False,5873.988,11.178,5.873988000000001,0.011178,201208.60011072,0.011178,7.7434996
84,132,216,Po,False,1782.336,1.815,1.782336,0.001815,201204.50845872,0.001815,7.7588205
85,131,216,At,False,2256.678,3.575,2.256678,0.003575,201204.98280072,0.003575,7.753002400000001
86,130,216,Rn,False,253.312,5.768,0.25331200000000004,0.005768,201202.97943471998,0.005768,7.7586553
87,129,216,Fr,False,2971.022,4.174,2.971022,0.004174000000000001,201205.69714472,0.004174000000000001,7.7424513
88,128,216,Ra,False,3291.466,8.004,3.291466,0.008003999999999999,201206.01758872,0.008003999999999999,7.7373458
89,127,216,Ac,False,8149.736,9.23,8.149736,0.00923,201210.87585871998,0.00923,7.7112319
90,126,216,Th,False,10298.537,11.104,10.298537,0.011104,201213.02465972,0.011104,7.697661699999999
91,125,216,Pa,False,17823.799,24.647,17.823798999999998,0.024647,201220.54992172,0.024647,7.6592006
92,124,216,U,False,23066.429,28.093,23.066429,0.028093,201225.79255172,0.028093,7.6313072
81,136,217,Tl,True,18660.0,400.0,18.66,0.4,202152.88022514,0.4,7.693
82,135,217,Pb,True,12260.0,300.0,12.26,0.3,202146.48022514,0.3,7.719
83,134,217,Bi,False,8729.963,17.698,8.729963,0.017698000000000002,202142.95018813998,0.017698000000000002,7.731849100000001
84,133,217,Po,False,5883.452,6.544,5.883452,0.0065439999999999995,202140.10367714,0.0065439999999999995,7.7413614
85,132,217,At,False,4394.598,5.001,4.394598,0.005001,202138.61482314,0.005001,7.7446171999999995
86,131,217,Rn,False,3658.566,4.198,3.658566,0.004198,202137.87879113998,0.004198,7.7444036999999994
87,130,217,Fr,False,4314.663,6.531,4.3146629999999995,0.0065309999999999995,202138.53488813998,0.0065309999999999995,7.737775
88,129,217,Ra,False,5889.536,7.047,5.889536,0.0070469999999999994,202140.10976114,0.0070469999999999994,7.7269122
89,128,217,Ac,False,8702.321,11.223,8.702321,0.011223,202142.92254613998,0.011223,7.7103448
90,127,217,Th,False,12205.78,10.614,12.20578,0.010614,202146.42600513998,0.010614,7.6905945000000004
91,126,217,Pa,False,17054.748,12.498,17.054748,0.012497999999999999,202151.27497313998,0.012497999999999999,7.6646437999999995
92,125,217,U,True,22971.0,81.0,22.971,0.081,202157.19122513998,0.081,7.634
81,137,218,Tl,True,23710.0,400.0,23.71,0.4,203089.42432756,0.4,7.672
82,136,218,Pb,True,15630.0,300.0,15.63,0.3,203081.34432756001,0.3,7.705
83,135,218,Bi,False,13216.038,27.013,13.216038000000001,0.027013000000000002,203078.93036556002,0.027013000000000002,7.712828
84,134,218,Po,False,8356.652,1.967,8.356652,0.001967,203074.07097956,0.001967,7.731529999999999
85,133,218,At,False,8100.218,11.503,8.100218,0.011503,203073.81454556002,0.011503,7.7291175
86,132,218,Rn,False,5217.413,2.316,5.217413,0.002316,203070.93174056002,0.002316,7.7387527
87,131,218,Fr,False,7059.44,4.235,7.0594399999999995,0.004235,203072.77376756002,0.004235,7.726714299999999
88,130,218,Ra,False,6645.556,9.807,6.645556,0.009807,203072.35988356,0.009807,7.7250241
89,129,218,Ac,False,10850.845,57.616,10.850845,0.057616,203076.56517256002,0.057616,7.702145000000001
90,128,218,Th,False,12366.747,10.516,12.366747,0.010516,203078.08107456,0.010516,7.6916026
91,127,218,Pa,False,18649.568,17.846,18.649568,0.017846,203084.36389556,0.017846,7.659193500000001
92,126,218,U,False,21894.655,13.714,21.894655,0.013714,203087.60898256002,0.013714,7.6407191
82,137,219,Pb,True,20620.0,400.0,20.62,0.4,204017.82842998,0.4,7.684
83,136,219,Bi,True,16320.0,200.0,16.32,0.2,204013.52842998,0.2,7.7
84,135,219,Po,False,12681.361,15.835,12.681361,0.015835000000000002,204009.88979098,0.015835000000000002,7.713334
85,134,219,At,False,10396.021,3.237,10.396021000000001,0.0032370000000000003,204007.60445098,0.0032370000000000003,7.720197
86,133,219,Rn,False,8829.337,2.1,8.829336999999999,0.0021000000000000003,204006.03776698,0.0021000000000000003,7.7237784000000005
87,132,219,Fr,False,8616.939,6.874,8.616939,0.006874,204005.82536898,0.006874,7.7211759
88,131,219,Ra,False,9393.853,6.814,9.393853,0.006814,204006.60228298,0.006814,7.714055999999999
89,130,219,Ac,False,11569.553,51.477,11.569552999999999,0.051476999999999995,204008.77798298,0.051476999999999995,7.700548899999999
90,129,219,Th,False,14462.78,56.46,14.46278,0.05646,204011.67120998,0.05646,7.683765500000001
91,128,219,Pa,False,18583.223,69.705,18.583223,0.069705,204015.79165298,0.069705,7.6613783
92,127,219,U,False,23295.953,13.338,23.295953,0.013338,204020.50438298,0.013338,7.636286699999999
93,126,219,Np,False,29436.951,91.969,29.436951,0.091969,204026.64538098002,0.091969,7.604673200000001
82,138,220,Pb,True,24130.0,400.0,24.13,0.4,204952.8325324,0.4,7.67
83,137,220,Bi,True,20960.0,300.0,20.96,0.3,204949.6625324,0.3,7.681
84,136,220,Po,False,15263.462,17.698,15.263461999999999,0.017698000000000002,204943.9659944,0.017698000000000002,7.7032244
85,135,220,At,False,14375.748,13.972,14.375748,0.013972,204943.0782804,0.013972,7.7037033
86,134,220,Rn,False,10611.994,1.814,10.611994000000001,0.001814,204939.3145264,0.001814,7.717255199999999
87,133,220,Fr,False,11482.332,4.028,11.482332,0.0040279999999999995,204940.1848644,0.0040279999999999995,7.7097430000000005
88,132,220,Ra,False,10272.091,7.595,10.272091,0.007594999999999999,204938.9746234,0.007594999999999999,7.7116879
89,131,220,Ac,False,13743.755,6.129,13.743754999999998,0.006129,204942.4462874,0.006129,7.6923515
90,130,220,Th,False,14689.538,13.687,14.689538,0.013687,204943.3920704,0.013687,7.6844964
91,129,220,Pa,False,20278.397,14.655,20.278397000000002,0.014655,204948.9809294,0.014655,7.6555364
92,128,220,U,True,23013.0,101.0,23.013,0.101,204951.7155324,0.101,7.64
93,127,220,Np,False,30475.022,30.718,30.475022,0.030718,204959.1775544,0.030718,7.6020758
83,138,221,Bi,True,24200.0,300.0,24.2,0.3,205884.39663482,0.3,7.668
84,137,221,Po,False,19773.757,19.561,19.773757,0.019561,205879.97039181998,0.019561,7.684481399999999
85,136,221,At,False,16782.729,13.972,16.782729,0.013972,205876.97936382,0.013972,7.6944754
86,135,221,Rn,False,14471.354,5.714,14.471354,0.005714,205874.66798882,0.005714,7.701394100000001
87,134,221,Fr,False,13277.251,4.886,13.277251,0.004886,205873.47388581999,0.004886,7.7032572
88,133,221,Ra,False,12963.877,4.63,12.963877,0.00463,205873.16051182,0.00463,7.7011351999999995
89,132,221,Ac,False,14531.048,56.901,14.531048,0.056901,205874.72768282,0.056901,7.6905038999999995
90,131,221,Th,False,16939.926,7.994,16.939926,0.007994,205877.13656081998,0.007994,7.676064
91,130,221,Pa,False,20374.937,59.38,20.374937000000003,0.05938,205880.57157181998,0.05938,7.6569809
92,129,221,U,False,24519.996,72.135,24.519996,0.072135,205884.71663081998,0.072135,7.6346849
93,128,221,Np,True,29910.0,200.0,29.91,0.2,205890.10663482,0.2,7.607
94,127,221,Pu,True,35930.0,300.0,35.93,0.3,205896.12663482,0.3,7.576
83,139,222,Bi,True,28950.0,300.0,28.95,0.3,206820.64073724,0.3,7.648
84,138,222,Po,False,22486.268,40.054,22.486268,0.040054,206814.17700524,0.040054,7.6740054
85,137,222,At,False,20953.028,15.835,20.953028,0.015835000000000002,206812.64376523998,0.015835000000000002,7.6773878
86,136,222,Rn,False,16371.957,1.944,16.371957000000002,0.001944,206808.06269423998,0.001944,7.6944991
87,135,222,Fr,False,16378.103,7.452,16.378103,0.007452,206808.06884023998,0.007452,7.6909474
88,134,222,Ra,False,14320.205,4.454,14.320205,0.004454,206806.01094223998,0.004454,7.6966931
89,133,222,Ac,False,16621.797,4.699,16.621796999999997,0.004699,206808.31253424,0.004699,7.682801499999999
90,132,222,Th,False,17203.039,10.216,17.203039,0.010216,206808.89377624,0.010216,7.6766592000000005
91,131,222,Pa,False,22064.361,86.606,22.064361,0.08660599999999999,206813.75509823998,0.08660599999999999,7.6512373
92,130,222,U,False,24272.834,51.994,24.272834,0.051994,206815.96357124,0.051994,7.637765099999999
93,129,222,Np,False,31274.641,38.051,31.274641,0.038051,206822.96537823998,0.038051,7.6027013
94,128,222,Pu,True,35060.0,300.0,35.06,0.3,206826.75073723999,0.3,7.582
83,140,223,Bi,True,32240.0,400.0,32.24,0.4,207755.42483966,0.4,7.636
84,139,223,Po,True,27079.0,196.0,27.079,0.196,207750.26383966,0.196,7.655
85,138,223,At,False,23428.008,13.972,23.428008000000002,0.013972,207746.61284766,0.013972,7.6680557
86,137,223,Rn,False,20389.738,7.822,20.389738,0.007822,207743.57457766,0.007822,7.678172
87,136,223,Fr,False,18382.329,1.931,18.382329000000002,0.001931,207741.56716866,0.001931,7.6836655
88,135,223,Ra,False,17233.245,2.09,17.233245,0.00209,207740.41808466002,0.00209,7.6853101
89,134,223,Ac,False,17825.055,6.947,17.825055,0.006947,207741.00989466,0.006947,7.6791479
90,133,223,Th,False,19385.402,7.943,19.385402,0.007943,207742.57024166003,0.007943,7.6686426
91,132,223,Pa,False,22337.614,75.632,22.337614000000002,0.075632,207745.52245366,0.075632,7.6518957
92,131,223,U,False,26045.278,59.054,26.045278,0.059054,207749.23011766002,0.059054,7.631761099999999
93,130,223,Np,False,30658.583,82.863,30.658583,0.082863,207753.84342266002,0.082863,7.6075654
94,129,223,Pu,True,36121.0,300.0,36.121,0.3,207759.30583966002,0.3,7.58
95,128,223,Am,True,42700.0,300.0,42.7,0.3,207765.88483966002,0.3,7.547
83,141,224,Bi,True,37070.0,400.0,37.07,0.4,208691.74894208,0.4,7.616
84,140,224,Po,True,29910.0,196.0,29.91,0.196,208684.58894208,0.196,7.644
85,139,224,At,False,27711.018,22.356,27.711018,0.022356,208682.38996008,0.022356,7.650735399999999
86,138,224,Rn,False,22445.098,9.814,22.445098,0.009814,208677.12404008,0.009814,7.6707514
87,137,224,Fr,False,21748.614,11.178,21.748614,0.011178,208676.42755608002,0.011178,7.670368000000001
88,136,224,Ra,False,18825.832,1.811,18.825832,0.001811,208673.50477408,0.001811,7.6799236
89,135,224,Ac,False,20234.148,4.089,20.234148,0.004089000000000001,208674.91309008,0.004089000000000001,7.6701438
90,134,224,Th,False,19995.581,9.604,19.995580999999998,0.009604,208674.67452308,0.009604,7.6677162
91,133,224,Pa,False,23862.351,7.587,23.862351,0.007587,208678.54129308,0.007587,7.6469612
92,132,224,U,False,25742.69,15.261,25.74269,0.015260999999999999,208680.42163208002,0.015260999999999999,7.6350742
93,131,224,Np,False,32032.248,28.925,32.032248,0.028925,208686.71119008,0.028925,7.6035032000000005
94,130,224,Pu,True,35280.0,300.0,35.28,0.3,208689.95894208,0.3,7.586
95,129,224,Am,True,43260.0,400.0,43.26,0.4,208697.93894208,0.4,7.546
84,141,225,Po,True,34580.0,300.0,34.58,0.3,209620.7530445,0.3,7.626
85,140,225,At,True,30300.0,300.0,30.3,0.3,209616.4730445,0.3,7.641
86,139,225,Rn,False,26534.143,11.14,26.534143,0.01114,209612.7071875,0.01114,7.6543581000000005
87,138,225,Fr,False,23820.602,11.967,23.820601999999997,0.011967,209609.9936465,0.011967,7.662941200000001
88,137,225,Ra,False,21993.044,2.596,21.993044,0.0025960000000000002,209608.1660885,0.0025960000000000002,7.6675866
89,136,225,Ac,False,21637.305,4.758,21.637305,0.004758,209607.8103495,0.004758,7.6656906
90,135,225,Th,False,22310.193,5.093,22.310192999999998,0.005093,209608.4832375,0.005093,7.6592229
