Z,N,A,element,is_estimated,mass_excess_keV,mass_excess_unc_keV,mass_excess_MeV,mass_excess_unc_MeV,E_exp_MeV,E_exp_unc_MeV,BE_per_A_MeV
43,62,105,Tc,False,-82286.303,35.263,-82.286303,0.035262999999999996,97724.5944511,0.035262999999999996,8.5346074
44,61,105,Ru,False,-85934.543,2.499,-85.934543,0.002499,97720.9462111,0.002499,8.561901599999999
45,60,105,Rh,False,-87851.27,2.502,-87.85127,0.002502,97719.0294841,0.002502,8.572705299999999
46,59,105,Pd,False,-88417.905,1.138,-88.417905,0.001138,97718.4628491,0.001138,8.5706509
47,58,105,Ag,False,-87070.848,4.544,-87.070848,0.004543999999999999,97719.8099061,0.004543999999999999,8.550370800000001
48,57,105,Cd,False,-84333.849,1.392,-84.333849,0.001392,97722.5469051,0.001392,8.5168532
49,56,105,In,False,-79640.582,10.246,-79.640582,0.010246,97727.24017209999,0.010246,8.4647045
50,55,105,Sn,False,-73338.001,3.971,-73.338001,0.003971,97733.5427531,0.003971,8.397229
51,54,105,Sb,False,-64015.491,21.827,-64.015491,0.021827000000000003,97742.8652631,0.021827000000000003,8.3009923
52,53,105,Te,False,-52811.509,300.02,-52.811509,0.30002,97754.06924509999,0.30002,8.1868368
38,68,106,Sr,True,-34300.0,600.0,-34.3,0.6,98704.07485651999,0.6,8.114
39,67,106,Y,True,-45790.0,500.0,-45.79,0.5,98692.58485652,0.5,8.215
40,66,106,Zr,True,-58749.0,200.0,-58.749,0.2,98679.62585652,0.2,8.33
41,65,106,Nb,False,-66202.678,1.416,-66.202678,0.001416,98672.17217851999,0.001416,8.3932657
42,64,106,Mo,False,-76128.003,9.13,-76.12800299999999,0.009130000000000001,98662.24685351999,0.009130000000000001,8.479520200000001
43,63,106,Tc,False,-79776.253,12.25,-79.776253,0.01225,98658.59860351999,0.01225,8.506557
44,62,106,Ru,False,-86323.253,5.391,-86.323253,0.005391,98652.05160352,0.005391,8.5609406
45,61,106,Rh,False,-86362.656,5.39,-86.362656,0.00539,98652.01220052,0.00539,8.5539317
46,60,106,Pd,False,-89907.543,1.106,-89.907543,0.001106,98648.46731352,0.001106,8.5799934
47,59,106,Ag,False,-86942.399,3.016,-86.94239900000001,0.003016,98651.43245751999,0.003016,8.5446397
48,58,106,Cd,False,-87132.153,1.104,-87.132153,0.0011040000000000002,98651.24270352,0.0011040000000000002,8.5390492
49,57,106,In,False,-80608.15,12.226,-80.60815,0.012226,98657.76670652,0.012226,8.4701213
50,56,106,Sn,False,-77353.698,5.091,-77.35369800000001,0.005091,98661.02115851999,0.005091,8.4320383
51,55,106,Sb,False,-66473.301,7.452,-66.473301,0.007452,98671.90155551999,0.007452,8.3220124
52,54,106,Te,False,-58219.759,100.541,-58.219758999999996,0.10054099999999999,98680.15509752,0.10054099999999999,8.2367682
53,53,106,I,True,-43300.0,400.0,-43.3,0.4,98695.07485651999,0.4,8.089
38,69,107,Sr,True,-28250.0,700.0,-28.25,0.7,99641.61895894,0.7,8.057
39,68,107,Y,True,-41970.0,500.0,-41.97,0.5,99627.89895894,0.5,8.178
40,67,107,Zr,True,-54020.0,300.0,-54.02,0.3,99615.84895894,0.3,8.284
41,66,107,Nb,False,-63723.805,8.023,-63.723805,0.008022999999999999,99606.14515394,0.008022999999999999,8.3670898
42,65,107,Mo,False,-72544.975,9.223,-72.54497500000001,0.009223,99597.32398394,0.009223,8.442219
43,64,107,Tc,False,-78749.967,8.673,-78.749967,0.008673,99591.11899194,0.008673,8.492897899999999
44,63,107,Ru,False,-83862.565,8.673,-83.862565,0.008673,99586.00639394,0.008673,8.5333676
45,62,107,Rh,False,-86863.711,12.051,-86.863711,0.012051000000000001,99583.00524794,0.012051000000000001,8.554103999999999
46,61,107,Pd,False,-88372.654,1.201,-88.372654,0.001201,99581.49630494,0.001201,8.5608946
47,60,107,Ag,False,-88406.7,2.382,-88.4067,0.002382,99581.46225894,0.002382,8.5539012
48,59,107,Cd,False,-86990.325,1.66,-86.990325,0.00166,99582.87863394,0.00166,8.5333524
49,58,107,In,False,-83566.667,9.654,-83.566667,0.009654,99586.30229194,0.009654,8.494043900000001
50,57,107,Sn,False,-78512.239,5.31,-78.51223900000001,0.00531,99591.35671994,0.00531,8.4394946
51,56,107,Sb,False,-70653.248,4.148,-70.653248,0.004148,99599.21571094,0.004148,8.3587344
52,55,107,Te,True,-60657.0,101.0,-60.657,0.101,99609.21195894,0.101,8.258
53,54,107,I,True,-49430.0,300.0,-49.43,0.3,99620.43895894001,0.3,8.146
39,69,108,Y,True,-36780.0,600.0,-36.78,0.6,100564.58306136,0.6,8.129
40,68,108,Zr,True,-50950.0,400.0,-50.95,0.4,100550.41306136,0.4,8.253
41,67,108,Nb,False,-59545.198,8.239,-59.545198,0.008239000000000002,100541.81786335999,0.008239000000000002,8.3256604
42,66,108,Mo,False,-70749.297,9.223,-70.74929700000001,0.009223,100530.61376436,0.009223,8.4221581
43,65,108,Tc,False,-75922.831,8.769,-75.922831,0.008769,100525.44023035999,0.008769,8.4628172
44,64,108,Ru,False,-83661.404,8.68,-83.66140399999999,0.00868,100517.70165736,0.00868,8.5272267
45,63,108,Rh,False,-85031.156,13.997,-85.031156,0.013996999999999999,100516.33190536,0.013996999999999999,8.532665699999999
46,62,108,Pd,False,-89524.215,1.108,-89.524215,0.001108,100511.83884636,0.001108,8.567024100000001
47,61,108,Ag,False,-87606.792,2.388,-87.606792,0.002388,100513.75626935999,0.002388,8.5420262
48,60,108,Cd,False,-89252.423,1.123,-89.252423,0.001123,100512.11063836,0.001123,8.550019599999999
49,59,108,In,False,-84119.828,8.641,-84.119828,0.008641,100517.24323336,0.008641,8.4952516
50,58,108,Sn,False,-82069.949,5.382,-82.069949,0.005382,100519.29311236,0.005382,8.4690273
51,57,108,Sb,False,-72445.341,5.496,-72.445341,0.005496,100528.91772036,0.005496,8.3726666
52,56,108,Te,False,-65781.676,5.411,-65.781676,0.005411,100535.58138536,0.005411,8.303722100000002
53,55,108,I,True,-52771.0,101.0,-52.771,0.101,100548.59206136,0.101,8.176
54,54,108,Xe,False,-42632.357,379.497,-42.632357000000006,0.37949700000000003,100558.73070436,0.37949700000000003,8.0748886
39,70,109,Y,True,-32480.0,700.0,-32.48,0.7,101500.37716378001,0.7,8.089
40,69,109,Zr,True,-45730.0,500.0,-45.73,0.5,101487.12716378001,0.5,8.204
41,68,109,Nb,False,-56689.8,430.816,-56.689800000000005,0.430816,101476.16736378001,0.430816,8.2971307
42,67,109,Mo,False,-66659.285,11.179,-66.659285,0.011179,101466.19787878,0.011179,8.381416300000001
43,66,109,Tc,False,-74282.828,9.669,-74.282828,0.009669,101458.57433578001,0.009669,8.4441796
44,65,109,Ru,False,-80738.455,8.954,-80.738455,0.008954,101452.11870878,0.008954,8.496227999999999
45,64,109,Rh,False,-84999.251,4.04,-84.999251,0.00404,101447.85791278,0.00404,8.5281404
46,63,109,Pd,False,-87606.484,1.114,-87.606484,0.0011140000000000002,101445.25067978,0.0011140000000000002,8.5448825
47,62,109,Ag,False,-88719.431,1.287,-88.719431,0.001287,101444.13773278,0.001287,8.547915499999998
48,61,109,Cd,False,-88504.33,1.536,-88.50433,0.001536,101444.35283378001,0.001536,8.5387646
49,60,109,In,False,-86489.526,3.969,-86.489526,0.0039689999999999994,101446.36763778,0.0039689999999999994,8.5131027
50,59,109,Sn,False,-82630.18,7.949,-82.63018,0.007949,101450.22698378001,0.007949,8.4705183
51,58,109,Sb,False,-76250.986,5.265,-76.250986,0.005265,101456.60617778,0.005265,8.4048161
52,57,109,Te,False,-67715.399,4.382,-67.715399,0.004382,101465.14176478001,0.004382,8.3193305
53,56,109,I,False,-57672.505,6.729,-57.672504999999994,0.006729,101475.18465878001,0.006729,8.2200164
54,55,109,Xe,False,-46169.546,300.108,-46.169546000000004,0.300108,101486.68761778,0.300108,8.1073071
40,70,110,Zr,True,-42220.0,500.0,-42.22,0.5,102422.1312662,0.5,8.171
41,69,110,Nb,False,-52309.914,838.345,-52.309914,0.838345,102412.0413522,0.838345,8.255260700000001
42,68,110,Mo,False,-64535.814,24.219,-64.535814,0.024219,102399.8154522,0.024219,8.359293
43,67,110,Tc,False,-71034.564,9.497,-71.034564,0.009497,102393.3167022,0.009497,8.4112603
44,66,110,Ru,False,-80072.629,8.924,-80.072629,0.008924,102384.2786372,0.008924,8.4863123
45,65,110,Rh,False,-82828.693,17.805,-82.828693,0.017805,102381.5225732,0.017805,8.5042551
46,64,110,Pd,False,-88330.904,0.612,-88.33090399999999,0.000612,102376.0203622,0.000612,8.547163000000001
47,63,110,Ag,False,-87457.306,1.286,-87.457306,0.001286,102376.8939602,0.001286,8.532108899999999
48,62,110,Cd,False,-90347.969,0.38,-90.34796899999999,0.00038,102374.0032972,0.00038,8.5512755
49,61,110,In,False,-86469.969,11.553,-86.46996899999999,0.011553,102377.8812972,0.011553,8.5089087
50,60,110,Sn,False,-85841.993,13.777,-85.841993,0.013777,102378.5092732,0.013777,8.4960875
51,59,110,Sb,False,-77449.745,5.962,-77.449745,0.005961999999999999,102386.9015212,0.005961999999999999,8.4126821
52,58,110,Te,False,-72229.821,6.575,-72.229821,0.006575,102392.1214452,0.006575,8.358116
53,57,110,I,False,-60467.844,61.94,-60.467844,0.061939999999999995,102403.8834222,0.061939999999999995,8.244076699999999
54,56,110,Xe,False,-51922.636,100.988,-51.922636,0.100988,102412.4286302,0.100988,8.159280800000001
40,71,111,Zr,True,-36480.0,600.0,-36.48,0.6,103359.36536862,0.6,8.118
41,70,111,Nb,True,-48960.0,300.0,-48.96,0.3,103346.88536861999,0.3,8.223
42,69,111,Mo,False,-59939.813,12.578,-59.939813,0.012577999999999999,103335.90555561999,0.012577999999999999,8.3152932
43,68,111,Tc,False,-69024.675,10.582,-69.024675,0.010582000000000001,103326.82069362,0.010582000000000001,8.390090599999999
44,67,111,Ru,False,-76785.325,9.682,-76.785325,0.009682,103319.06004361999,0.009682,8.4529582
45,66,111,Rh,False,-82303.871,6.853,-82.303871,0.006853,103313.54149762,0.006853,8.4956267
46,65,111,Pd,False,-85985.886,0.731,-85.985886,0.000731,103309.85948262,0.000731,8.5217498
47,64,111,Ag,False,-88215.447,1.459,-88.215447,0.001459,103307.62992162,0.001459,8.5347878
48,63,111,Cd,False,-89252.247,0.357,-89.252247,0.000357,103306.59312162,0.000357,8.537080099999999
49,62,111,In,False,-88392.05,3.424,-88.39205,0.003424,103307.45331862,0.003424,8.5222824
50,61,111,Sn,False,-85938.581,5.336,-85.938581,0.0053360000000000005,103309.90678762,0.0053360000000000005,8.493131
51,60,111,Sb,False,-80836.747,8.849,-80.836747,0.008849000000000001,103315.00862162,0.008849000000000001,8.4401203
52,59,111,Te,False,-73587.487,6.427,-73.587487,0.0064269999999999996,103322.25788162,0.0064269999999999996,8.367763499999999
53,58,111,I,False,-64953.795,4.754,-64.953795,0.0047539999999999995,103330.89157362,0.0047539999999999995,8.2829343
54,57,111,Xe,True,-54520.0,115.0,-54.52,0.115,103341.32536861999,0.115,8.182
55,56,111,Cs,True,-42900.0,200.0,-42.9,0.2,103352.94536862,0.2,8.07
40,72,112,Zr,True,-32420.0,700.0,-32.42,0.7,104294.91947104,0.7,8.081
41,71,112,Nb,True,-44070.0,300.0,-44.07,0.3,104283.26947104,0.3,8.178
42,70,112,Mo,True,-57480.0,200.0,-57.48,0.2,104269.85947104,0.2,8.291
43,69,112,Tc,False,-65258.932,5.515,-65.258932,0.005515,104262.08053904,0.005515,8.3536217
44,68,112,Ru,False,-75630.873,9.6,-75.63087300000001,0.0096,104251.70859804,0.0096,8.4392431
45,67,112,Rh,False,-79731.052,44.085,-79.73105199999999,0.044085,104247.60841904,0.044085,8.4688666
46,66,112,Pd,False,-86321.039,6.546,-86.321039,0.006546000000000001,104241.01843204,0.006546000000000001,8.5207205
47,65,112,Ag,False,-86583.729,2.422,-86.583729,0.002422,104240.75574204,0.002422,8.5160807
48,64,112,Cd,False,-90574.857,0.25,-90.57485700000001,0.00025,104236.76461404,0.00025,8.544730600000001
49,63,112,In,False,-87990.127,4.251,-87.99012699999999,0.0042510000000000004,104239.34934404,0.0042510000000000004,8.5146674
50,62,112,Sn,False,-88655.049,0.294,-88.655049,0.000294,104238.68442204001,0.000294,8.513618899999999
51,61,112,Sb,False,-81598.973,17.829,-81.598973,0.017829,104245.74049804,0.017829,8.443633
52,60,112,Te,False,-77567.518,8.383,-77.56751799999999,0.008383,104249.77195304,0.008383,8.4006527
53,59,112,I,False,-67063.339,10.246,-67.06333900000001,0.010246,104260.27613204,0.010246,8.299880100000001
54,58,112,Xe,False,-60026.348,8.283,-60.026348,0.008282999999999999,104267.31312304,0.008282999999999999,8.2300646
55,57,112,Cs,True,-46415.0,116.0,-46.415,0.116,104280.92447104001,0.116,8.102
40,73,113,Zr,True,-26340.0,300.0,-26.34,0.3,105232.49357346,0.3,8.027
41,72,113,Nb,True,-40210.0,400.0,-40.21,0.4,105218.62357345999,0.4,8.143
42,71,113,Mo,True,-52650.0,300.0,-52.65,0.3,105206.18357346,0.3,8.246
43,70,113,Tc,False,-62811.549,3.353,-62.811549,0.003353,105196.02202445999,0.003353,8.329465200000001
44,69,113,Ru,False,-71867.816,38.282,-71.867816,0.038282,105186.96575746,0.038282,8.4026857
45,68,113,Rh,False,-78766.944,7.132,-78.76694400000001,0.0071319999999999995,105180.06662946,0.0071319999999999995,8.4568165
46,67,113,Pd,False,-83590.5,6.947,-83.5905,0.006947,105175.24307345999,0.006947,8.4925795
47,66,113,Ag,False,-87026.825,16.643,-87.026825,0.016643,105171.80674846,0.016643,8.516066
48,65,113,Cd,False,-89043.286,0.245,-89.043286,0.000245,105169.79028746,0.000245,8.5269874
49,64,113,In,False,-89367.123,0.188,-89.367123,0.000188,105169.46645046,0.000188,8.5229297
50,63,113,Sn,False,-88328.129,1.575,-88.328129,0.001575,105170.50544446,0.001575,8.5068117
51,62,113,Sb,False,-84416.966,17.193,-84.416966,0.017193,105174.41660745999,0.017193,8.4652762
52,61,113,Te,False,-78347.037,27.945,-78.347037,0.027945,105180.48653646,0.027945,8.4046366
53,60,113,I,False,-71119.517,8.011,-71.119517,0.008010999999999999,105187.71405646,0.008010999999999999,8.333752800000001
54,59,113,Xe,False,-62203.626,6.84,-62.203626,0.00684,105196.62994746,0.00684,8.2479277
55,58,113,Cs,False,-51764.539,8.577,-51.764539,0.008577,105207.06903446,0.008577,8.148622999999999
56,57,113,Ba,True,-39710.0,300.0,-39.71,0.3,105219.12357345999,0.3,8.035
41,73,114,Nb,True,-34960.0,500.0,-34.96,0.5,106155.36767588,0.5,8.097
42,72,114,Mo,True,-49680.0,300.0,-49.68,0.3,106140.64767588001,0.3,8.219
43,71,114,Tc,False,-58600.294,433.145,-58.600294000000005,0.433145,106131.72738188,0.433145,8.290259899999999
44,70,114,Ru,False,-70221.213,3.556,-70.221213,0.003556,106120.10646288001,0.003556,8.3853351
45,69,114,Rh,False,-75710.275,71.561,-75.710275,0.07156100000000001,106114.61740088,0.07156100000000001,8.426622100000001
46,68,114,Pd,False,-83490.346,6.948,-83.490346,0.006948,106106.83732988,0.006948,8.488005600000001
47,67,114,Ag,False,-84930.811,4.564,-84.930811,0.004564,106105.39686488001,0.004564,8.493778599999999
48,66,114,Cd,False,-90014.934,0.276,-90.014934,0.00027600000000000004,106100.31274188,0.00027600000000000004,8.531513499999999
49,65,114,In,False,-88569.807,0.301,-88.569807,0.000301,106101.75786888,0.000301,8.511974200000001
50,64,114,Sn,False,-90559.735,0.029,-90.559735,2.9e-05,106099.76794088,2.9e-05,8.5225671
51,63,114,Sb,False,-84496.616,19.772,-84.49661599999999,0.019771999999999998,106105.83105988,0.019771999999999998,8.4625191
52,62,114,Te,False,-81889.676,24.428,-81.88967600000001,0.024428000000000002,106108.43799988,0.024428000000000002,8.432788500000001
53,61,114,I,False,-72638.935,20.027,-72.638935,0.020027,106117.68874088001,0.020027,8.344779
54,60,114,Xe,False,-67085.899,11.178,-67.08589900000001,0.011178,106123.24177688001,0.011178,8.2892054
55,59,114,Cs,False,-54685.928,85.068,-54.685928,0.085068,106135.64174788,0.085068,8.1735711
56,58,114,Ba,False,-45905.437,102.676,-45.905437,0.102676,106144.42223888001,0.102676,8.0896865
41,74,115,Nb,True,-30880.0,500.0,-30.88,0.5,107090.9417783,0.5,8.061
42,73,115,Mo,True,-44550.0,400.0,-44.55,0.4,107077.2717783,0.4,8.173
43,72,115,Tc,True,-55796.0,196.0,-55.796,0.196,107066.0257783,0.196,8.264
44,71,115,Ru,False,-66105.296,25.166,-66.105296,0.025166,107055.7164823,0.025166,8.346814
45,70,115,Rh,False,-74229.228,7.319,-74.229228,0.007319,107047.5925503,0.007319,8.4106538
46,69,115,Pd,False,-80425.822,13.547,-80.425822,0.013547,107041.3959563,0.013547,8.4577342
47,68,115,Ag,False,-84982.587,18.268,-84.982587,0.018268,107036.8391913,0.018268,8.4905553
48,67,115,Cd,False,-88084.48,0.651,-88.08448,0.000651,107033.7372983,0.000651,8.510725200000001
49,66,115,In,False,-89536.357,0.012,-89.53635700000001,1.2e-05,107032.2854213,1.2e-05,8.516547200000002
50,65,115,Sn,False,-90033.846,0.015,-90.03384600000001,1.4999999999999999e-05,107031.7879323,1.4999999999999999e-05,8.5140702
51,64,115,Sb,False,-87003.412,16.025,-87.003412,0.016024999999999998,107034.8183663,0.016024999999999998,8.4809156
52,63,115,Te,False,-82062.767,27.945,-82.06276700000001,0.027945,107039.7590113,0.027945,8.4311504
53,62,115,I,False,-76337.805,28.876,-76.33780499999999,0.028876000000000002,107045.4839733,0.028876000000000002,8.3745651
54,61,115,Xe,False,-68656.757,12.109,-68.656757,0.012109,107053.1650213,0.012109,8.3009704
55,60,115,Cs,True,-59699.0,102.0,-59.699,0.102,107062.1227783,0.102,8.216
56,59,115,Ba,True,-48920.0,200.0,-48.92,0.2,107072.9017783,0.2,8.116
41,75,116,Nb,True,-25230.0,300.0,-25.23,0.3,108028.08588072,0.3,8.012
42,74,116,Mo,True,-41210.0,500.0,-41.21,0.5,108012.10588071999,0.5,8.143
43,73,116,Tc,True,-51214.0,298.0,-51.214,0.298,108002.10188071999,0.298,8.223
44,72,116,Ru,False,-64068.917,3.726,-64.068917,0.003726,107989.24696372,0.003726,8.326884
45,71,116,Rh,False,-70735.742,73.832,-70.735742,0.073832,107982.58013871999,0.073832,8.377612300000001
46,70,116,Pd,False,-79831.026,7.135,-79.831026,0.007135,107973.48485472,0.007135,8.4492755
47,69,116,Ag,False,-82542.664,3.26,-82.542664,0.00326,107970.77321672,0.00326,8.465907300000001
48,68,116,Cd,False,-88712.489,0.16,-88.712489,0.00016,107964.60339172,0.00016,8.5123511
49,67,116,In,False,-88249.758,0.22,-88.249758,0.00022,107965.06612271999,0.00022,8.5016177
50,66,116,Sn,False,-91525.979,0.096,-91.525979,9.6e-05,107961.78990172,9.6e-05,8.5231166
51,65,116,Sb,False,-86822.02,5.154,-86.82202000000001,0.005154,107966.49386071999,0.005154,8.4758208
52,64,116,Te,False,-85263.793,24.206,-85.263793,0.024206,107968.05208771999,0.024206,8.4556435
53,63,116,I,False,-77420.654,75.037,-77.420654,0.075037,107975.89522672,0.075037,8.381285799999999
54,62,116,Xe,False,-73046.877,13.017,-73.046877,0.013016999999999999,107980.26900372,0.013016999999999999,8.336836499999999
55,61,116,Cs,True,-62043.0,100.0,-62.043,0.1,107991.27288071999,0.1,8.235
56,60,116,Ba,True,-54380.0,200.0,-54.38,0.2,107998.93588071999,0.2,8.162
57,59,116,La,True,-40050.0,321.0,-40.05,0.321,108013.26588071999,0.321,8.032
42,75,117,Mo,True,-35689.0,500.0,-35.689,0.5,108949.12098314,0.5,8.096
43,74,117,Tc,True,-48140.0,400.0,-48.14,0.4,108936.66998314,0.4,8.195
44,73,117,Ru,False,-59489.871,433.145,-59.489871,0.433145,108925.32011214,0.433145,8.2855625
45,72,117,Rh,False,-68896.758,8.895,-68.896758,0.008895,108915.91322514,0.008895,8.3592766
46,71,117,Pd,False,-76423.89,7.255,-76.42389,0.007255,108908.38609314,0.007255,8.4169243
47,70,117,Ag,False,-82181.918,13.572,-82.18191800000001,0.013571999999999999,108902.62806514,0.013571999999999999,8.459451499999998
48,69,117,Cd,False,-86418.397,1.013,-86.418397,0.0010129999999999998,108898.39158614,0.0010129999999999998,8.488974
49,68,117,In,False,-88943.035,4.881,-88.94303500000001,0.004881,108895.86694814,0.004881,8.5038653
50,67,117,Sn,False,-90397.742,0.483,-90.397742,0.000483,108894.41224114,0.000483,8.509611999999999
51,66,117,Sb,False,-88639.564,8.437,-88.639564,0.008437,108896.17041914,0.008437,8.4878981
52,65,117,Te,False,-85095.5,13.455,-85.0955,0.013455,108899.71448314001,0.013455,8.4509203
53,64,117,I,False,-80438.568,25.558,-80.438568,0.025558,108904.37141514,0.025558,8.4044307
54,63,117,Xe,False,-74185.347,10.378,-74.185347,0.010378,108910.62463614,0.010378,8.344297599999999
55,62,117,Cs,False,-66493.101,62.41,-66.493101,0.06240999999999999,108918.31688214,0.06240999999999999,8.2718652
56,61,117,Ba,False,-57457.906,250.339,-57.457906,0.250339,108927.35207714,0.250339,8.1879546
57,60,117,La,True,-46271.0,200.0,-46.271,0.2,108938.53898314001,0.2,8.086
42,76,118,Mo,True,-32370.0,500.0,-32.37,0.5,109883.93408556,0.5,8.067
43,75,118,Tc,True,-43290.0,400.0,-43.29,0.4,109873.01408556,0.4,8.153
44,74,118,Ru,True,-57000.0,200.0,-57.0,0.2,109859.30408556,0.2,8.263
45,73,118,Rh,False,-64886.84,24.236,-64.88683999999999,0.024236,109851.41724555999,0.024236,8.3228539
46,72,118,Pd,False,-75388.358,2.494,-75.388358,0.002494,109840.91572756,0.002494,8.4052197
47,71,118,Ag,False,-79553.802,2.515,-79.55380199999999,0.0025150000000000003,109836.75028356,0.0025150000000000003,8.43389
48,70,118,Cd,False,-86701.649,20.001,-86.701649,0.020001,109829.60243656,0.020001,8.487834999999999
49,69,118,In,False,-87228.177,7.752,-87.228177,0.007752,109829.07590856,0.007752,8.485667
50,68,118,Sn,False,-91652.843,0.499,-91.65284299999999,0.000499,109824.65124256,0.000499,8.516534100000001
51,67,118,Sb,False,-87996.204,3.016,-87.99620399999999,0.003016,109828.30788156,0.003016,8.4789156
52,66,118,Te,False,-87690.758,18.306,-87.690758,0.018306,109828.61332756,0.018306,8.469697
53,65,118,I,False,-80971.056,19.76,-80.97105599999999,0.019760000000000003,109835.33302956,0.019760000000000003,8.406120300000001
54,64,118,Xe,False,-78079.067,10.378,-78.079067,0.010378,109838.22501856,0.010378,8.3749819
55,63,118,Cs,False,-68409.377,12.753,-68.40937699999999,0.012753,109847.89470856,0.012753,8.2864053
